,problem,correctAnswer,userAnswer,drawingImageName,solutionId
104,"""Skriv talen i decimalform och beräkna.\n\n${\\Large\\frac{3}{10}} + {\\Large\\frac{1}{4}} - {\\Large\\frac{2}{5}}=$""","[""0,15""]","[""[3/[20]]""]",3ae01b00-87c4-11ef-b414-dbd5692fecfe.jpg,67090c5adb0e2f3b928967cb
105,"""Tvillingarna Alice och Alva får pengar i födelsedagspresent. Från mormor får de $500$ kr tillsammans och från farfar får de $350$ kr att dela på. Vilka uttryck visar hur mycket pengar var och en av dem ska få?\n\n\n**A.** $500 + {\\Large\\frac{350}{2}}$\n\n**B.** $350 + {\\Large\\frac{500}{2}}$\n\n**C.** ${\\Large\\frac{500\\ +\\ 350}{2}}$\n\n**D.** ${\\Large\\frac{500}{2}} + {\\Large\\frac{350}{2}}$""","[""C"",""D""]","[""C"",""B"",""A""]",33597e30-8bb1-11ef-8c89-8744d2eb56a3.jpg,670fa26a4e73b7bed2b4f203
106,"""Vilket tal kommer näst? \n\n${\\Large \\frac{3}{5}} \\hspace{0.5cm} {\\Large \\frac{4}{5}} \\hspace{0.5cm} 1 \\hspace{0.5cm} \\underline{\\hspace{1cm}} $""","[""1,2""]","[""1ochenfemtedel""]",32858600-8ba9-11ef-a683-9347464e5677.jpg,670f94fc0bd1a46779831c27
107,"""Visa hur du löser uppgiften.\n\n$98 \\cdot 4 = $""","[""392""]","[""110""]",33ff6480-8b98-11ef-a683-9347464e5677.jpg,670f787a03162e72bf5b7f08
108,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4 \\ + \\ 5 \\ \\cdot \\  6}{2}}=$""","[""17""]","[""19""]",eeec3cf0-8bac-11ef-82a0-dbe440e30e9b.jpg,670f9b414e73b7bed2b29b4b
109,"""$167 + 65 + 452=$""","[""684""]","[""683""]",84ee6960-8ba0-11ef-a683-9347464e5677.jpg,670f866d937d76225e476e15
110,"""Hur många tal finns det mellan $5{,}8$ och $5{,}9$?\n\n$\\hspace{0.37cm}$**A.**$\\;$ $1$\n\n$\\hspace{0.37cm}$**B.**$\\;$ $10$\n\n$\\hspace{0.37cm}$**C.**$\\;$ Oändligt många\n\n$\\hspace{0.37cm}$**D.**$\\;$ Inga""","[""C""]","[""B""]",aabf3e30-8b96-11ef-a3f7-812b179b35f3.jpg,670f75e603162e72bf5a7821
111,"""The equation $y=4.3 x$ can be used to determine the total cost, $y$, in dollars, of $x$ pounds of apples. What does the number 4.3 represent in the equation?\n\nA the number of apples in 1 pound\n\nB the number of apples in $x$ pounds\n\nC the cost of 1 pound of apples\n\nD the cost of $x$ pounds of apples""","[""C""]","[""D""]",323f6ab0-87d7-11ef-b617-9b6623e1c867.jpg,67092c2cb9fbe546de0852a3
112,"""Beräkna. \n\n$12 \\cdot 6=$""","[""72""]","[""68""]",637f60d0-87b4-11ef-9c94-3584e45154eb.jpg,6708f1c6a99d2718d3604af8
113,"""Välj följande tal i storleksordning med det minsta talet först.\n\n$0{,}25 \\hspace{0.5cm} {\\Large\\frac{2}{5}} \\hspace{0.5cm} 20$ % $\\hspace{0.5cm} {\\Large\\frac{1}{3}}$""","[""20 %"",""$0{,}25$"",""${\\Large\\frac{1}{3}}$"",""${\\Large\\frac{2}{5}}$""]","[""20 %"",""${\\Large\\frac{2}{5}}$"",""$0{,}25$"",""${\\Large\\frac{1}{3}}$""]",7e478830-87cc-11ef-b617-9b6623e1c867.jpg,67091a37fae1558a24f88f97
114,"""Använd huvudräkning och skriv bara svaret.""","[""140""]","[""1,1""]",14a43190-8bae-11ef-8c89-8744d2eb56a3.jpg,670f9d2eeba83c33e45435af
115,"""Lös följande uppgift. Visa hur du räknar. \n\nBeräkna ${\\Large \\frac{2}{3}}$ av $192$.""","[""128""]","[""108""]",5d76a600-87b2-11ef-a7e7-95837203de6f.jpg,6708ee61a99d2718d35f4a91
116,"""Robin har fem kort som visar olika former. Han blandar korten och tar slumpvis ett kort. \n\nHur stor är sannolikheten i procent att han tar ett kort med en fyrhörning?"". Problem image: Fem kort i en rad. Varje kort visar en enkel form: en cirkel, en pentagon, en triangel, en rektangel och en kvadrat.","[""40%""]","[""20%""]",9bb21510-87be-11ef-b414-dbd5692fecfe.jpg,670902eb7c722c0076c3358d
117,"""Använd huvudräkning och skriv bara svaret.""","[""1,5""]","[""15""]",ca350030-8b8f-11ef-9659-af7a72f7af0a.jpg,670f6a5cfd4d9450773199c3
118,"""The pink line is 5 inches and the blue line is 10 inches. What is their combined length?""","[""15in""]","[""16""]",c6d49790-8b15-11ef-be64-2d1fd8009229.jpg,670e9da8ad3e3ece7dd54ebd
119,"""Skriv utan prefix.\n\n$2{,}5$ MB""","[""2500000B""]","[""250000""]",70646a90-87ee-11ef-8c94-aff0e30c53f1.jpg,6709532bdee7bd10946b6ea8
120,"""Räkna med överslagsräkning.\n\n$ {\\Large \\frac{65}{9}} \\approx$""","[""7""]","[""6,5""]",10e9aaa0-87c9-11ef-b414-dbd5692fecfe.jpg,67091477a346466ccf4862a8
121,"""Vilket tal är $x$?\n\n$x\\cdot 5{,}2=520$""","[""x=100""]","[""10""]",55374a30-87b2-11ef-a7e7-95837203de6f.jpg,6708ee532519a15bd3f8585a
122,"""Tilda gör köttbullar. För $6$ portioner krävs $300$ gram nötfärs. Hur mycket nötfärs behövs för $4$ portioner?""","[""200g""]","[""240""]",c4d98fd0-8ba2-11ef-82a0-dbe440e30e9b.jpg,670f8a34434217726eea5b7f
123,"""Vilket tal är $x$?\n\n$1= x + {\\large \\frac{4}{7}} $""","[""x=[3/7]""]","[""3""]",add1eb80-8b8d-11ef-9fbc-1db79468f9c1.jpg,670f66d103162e72bf558a97
124,"""Priset på ett tv-spel sänks först med $20\\ \\%$ och höjs därefter med $40\\ \\%$. \n\nVad är den totala ökningen i procent?"". Problem image: En spelkontroll.","[""12%""]","[""112%""]",beca02f0-8bbb-11ef-a683-9347464e5677.jpg,670fb41b0534754d866dbd98
125,"""Vilken summa är störst? \n\n$\\hspace{0.37cm}$**A**. $ {\\Large \\frac{2}{6}} + {\\Large \\frac{2}{5}}$\n\n$\\hspace{0.37cm}$**B**. $ {\\Large \\frac{5}{13}} + {\\Large \\frac{4}{9}}$\n\n$\\hspace{0.37cm}$**C**. $ {\\Large \\frac{4}{7}} + {\\Large \\frac{2}{3}}$\n\n$\\hspace{0.37cm}$**D**. $ {\\Large \\frac{3}{7}} + {\\Large \\frac{5}{11}}$""","[""C""]","[""B""]",d6d74e00-87cb-11ef-b414-dbd5692fecfe.jpg,6709191ea346466ccf49a9df
126,"""Visa hur du löser uppgiften.\n\n$152-34=$""","[""118""]","[""122""]",4b153540-8b8f-11ef-8f43-8f78223b942d.jpg,670f698645ae3292b308f3d3
127,"""Beräkna arean av triangeln."". Problem image: The image shows a right-angled triangle colored in pink. The base of the triangle is labeled 5 meters, and the height, indicated by a dotted line, is labeled 4 meters. A small square is at the vertex where the base and height meet, indicating a right angle.","[""10m^[2]""]","[""10cm^[2]""]",72a87cc0-8b94-11ef-a683-9347464e5677.jpg,670f722c03162e72bf590fcb
128,"""Hur lång är poolens diagonal? Avrunda till hela meter."". Problem image: A rectangle representing a pool with a length of 50 meters and a width of 25 meters. A dashed line represents the diagonal of the rectangle.","[""56m""]","[""3125m,""]",2eb33ec0-8b9d-11ef-baa6-2d41d9bb5f23.jpg,670f80d402e121fd5886f35c
129,"""År 2032 kommer Wilma att fylla hundra år. Vilket år föddes hon?""","[""1932""]","[""1632""]",c3cccb00-8bb3-11ef-8b90-7194954d3c24.jpg,670fa6b7937d76225e51285e
130,"""Familjens bil har gått $18\\ 399$ kilometer. Hur långt har den gått när de kört tio kilometer till?""","[""18409km""]","[""18409""]",a34f1310-8bb3-11ef-a683-9347464e5677.jpg,670fa680bf665b7182a984e3
131,"""Jag tänker på ett tal mellan 1,1 och 1,2. Välj rätt svar och skriv det färdigt. \n\nSvara endast på en av raderna.""","[""Klar""]","[""Klar""]",d6ca0210-8bb1-11ef-8b90-7194954d3c24.jpg,670fa37c4e73b7bed2b53b2f
132,"""Lös följande uppgift. Visa hur du räknar.\n\n$ 40 - 1{,}63$""","[""38,37""]","[""12,3""]",5ac23aa0-8bb3-11ef-b430-a3f654f22bc4.jpg,670fa6073b3575a766d43c21
133,"""Vilket tal fattas?"". Problem image: En sekvens av tal skrivna i ökande ordning med ett frågetecken för att representera det saknade talet.","[""18""]","[""17""]",08d8f100-87aa-11ef-8a7a-f567b449a41a.jpg,6708e067fe8cab6443463cd9
134,"""At a company, a copy machine prints 175 pages in 5 minutes. If the number of pages printed is proportional to the time, in minutes, what is the unit rate?\n\nShow your work.\n\nAnswer _ pages per minute""","[""35""]","[""Theunitrateis35.""]",c4e3de70-87d0-11ef-b617-9b6623e1c867.jpg,67092164b9fbe546de05f6f1
135,"""Visa hur du löser uppgiften.\n\n$(-3)^2=$""","[""9""]","[""-9""]",bb5974a0-8bb8-11ef-8c89-8744d2eb56a3.jpg,670faf0c0bd1a467798ae159
136,"""Vilket tal fattas? \n\n$10 + 14 =14+  \\underline{\\hspace{1cm}}$""","[""10""]","[""38""]",102945b0-8b8b-11ef-8f43-8f78223b942d.jpg,670f626fade5037807864f94
137,"""Vi vet att $34⋅73=2482$.\n\nBeräkna.  \n\n${\\Large \\frac{2482}{34}}=$""","[""73""]","[""2482""]",70dcb510-8ba2-11ef-82a0-dbe440e30e9b.jpg,670f89a6937d76225e4864cb
138,"""Beräkna.\n\n$1000\\cdot2{,}098=$""","[""2098""]","[""2,000""]",163d5080-8ba0-11ef-82a0-dbe440e30e9b.jpg,670f85b3434217726ee90089
139,"""Beräkna uttryckets värde. \n\n$(0{,}3 + 0{,}2)^2 $""","[""0,25""]","[""0,7""]",d00eaf30-8ba6-11ef-8c89-8744d2eb56a3.jpg,670f90fc937d76225e4a66d6
140,"""Beräkna. \n\n$-8-(-2)=$""","[""-6""]","[""-10""]",9853e930-87ae-11ef-85ba-750dc8a615a4.jpg,6708e80e3617e5f5b5521372
141,"""En pizza kostar 9 kr. Hur mycket kostar 7 pizzor?"". Problem image: A pizza in a box.","[""63kr""]","[""jagvetej""]",3e706b60-8bae-11ef-ae23-396c0492322f.jpg,670f9d74c822f8793eb199b5
142,"""Lös ekvationen.\n\n$10^{a}\\cdot10^{a}\\cdot10^{a}\\cdot10^{a}\\cdot10^{a}=0{,}0001$""","[""a=[-4/5]""]","[""10^[-4]""]",753b9740-8b32-11ef-a777-e9a75056f1c6.jpg,670ecdc6cfc275622085003a
143,"""På företaget Norrägg packar man ägg i kartonger. En dag packade man $3\\ 400$ ägg. Varje kartong rymde $20$ ägg. Hur många kartonger packade man den dagen?""","[""170""]","[""68000""]",771e0520-8b2d-11ef-b401-9df0a2c5c345.jpg,670ec5660555b46a31df18e2
144,"""$40$ % av ett tal är $48$. Vilket är talet?""","[""120""]","[""19,2""]",c0cb9a10-87af-11ef-a7e7-95837203de6f.jpg,6708e9ff2519a15bd3f71372
145,"""Jim köper 3 bollar för 98 kr styck. Hur kan han räkna ut hur mycket pengar han använder? \nVälj ett alternativ.\n\n$\\hspace{0.37cm}$**A.**$\\;$ $3 \\cdot 100$ och ta bort $1$\n\n$\\hspace{0.37cm}$**B.**$\\;$  $3 \\cdot 100$ och ta bort $2$\n\n$\\hspace{0.37cm}$**C.**$\\;$  $3 \\cdot 100$ och ta bort $3$\n\n$\\hspace{0.37cm}$**D.**$\\;$  $3 \\cdot 100$ och ta bort $6$""","[""D""]","[""B""]",4a30c580-8b8b-11ef-9659-af7a72f7af0a.jpg,670f62cf7c6897bcec4ca81f
146,"""Visa hur du löser uppgiften.\n\n$414 - 258 = $""","[""156""]","[""157""]",86bc7c50-87b3-11ef-9c94-3584e45154eb.jpg,6708f054bec031f9ff3ca88d
147,"""Beräkna arean av det cirkelformade föremålet. En stekpanna med diametern $30$ cm. Avrunda till tiotals kvadratcentimeter.""","[""710cm^[2]""]","[""90,40""]",417cbbd0-8bc0-11ef-a683-9347464e5677.jpg,670fbbac937d76225e56efba
148,"""$200 \\cdot 32=$""","[""6400""]","[""12000""]",cfc18af0-8b35-11ef-a777-e9a75056f1c6.jpg,670ed366cfc275622085f5f2
149,"""Hur stor andel av en hel cirkel utgör figuren? Svara i bråkform."". Problem image: En kvarts cirkel med radien 4 cm.","[""[1/4]""]","[""[1/7]""]",3db0a780-87c1-11ef-bfe4-715b23aefb82.jpg,670907562519a15bd300b042
150,"""Använd huvudräkning och skriv bara svaret.  \n\nhälften av $74$""","[""37""]","[""33""]",3f155df0-8bae-11ef-a683-9347464e5677.jpg,670f9d754e73b7bed2b34ff7
151,"""Skriv bråket i enklaste form. \n\n${\\Large\\frac{8}{14}}$""","[""[4/7]""]","[""[4/8]""]",c4c7d780-87bb-11ef-b414-dbd5692fecfe.jpg,6708fe289ffb986662d73446
152,"""Vilket tal kommer näst? \n\n${\\Large \\frac{2}{4}} \\hspace{0.5cm} {\\Large \\frac{3}{4}} \\hspace{0.5cm} 1 \\hspace{0.5cm} \\underline{\\hspace{1cm}} $""","[""[5/4]""]","[""[4/4]""]",c0f1ada0-8baa-11ef-8c89-8744d2eb56a3.jpg,670f9799937d76225e4c9a8a
153,"""En triangel har omkretsen $38{,}4$ cm. Hur lång är varje sida om alla är lika långa?""","[""12,8cm""]","[""127,10""]",5fbcf950-8be0-11ef-84bb-f7c6f4fa4c4d.jpg,670ff18ec7690c93539acf4c
154,"""Skriv talet i decimalform. \n\n$2{\\Large \\frac{1}{2}}=$""","[""2,5""]","[""3,5""]",33413830-87b4-11ef-9c94-3584e45154eb.jpg,6708f175bec031f9ff3cff63
155,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{4 \\ + \\ 5 \\ \\cdot \\  6}{2}}=$""","[""17""]","[""2.""]",b88fe8a0-8b9d-11ef-9106-7b687db32a07.jpg,670f81bbeb5afe8d5f08843a
156,"""This question is worth 1 credit.\n\nThe table below shows a proportional relationship between the cups of flour, $x$, and the number of cookies, $y$, for a given recipe.\n\n## AMOUNT OF FLOUR FOR COOKIES\n\n| Cups of <br> Flour $(x)$ | Number of <br> Cookies $(y)$ |\n| :---: | :---: |\n| $1 \\frac{1}{2}$ | 24 |\n| 3 | 48 |\n| $4 \\frac{1}{2}$ | 72 |\n| 6 | 96 |\n| $7 \\frac{1}{2}$ | 120 |\n\nBased on this relationship, how many cookies can be made per cup of flour?\n\nAnswer cookies""","[""16""]","[""12""]",46a13270-87e3-11ef-b617-9b6623e1c867.jpg,6709407001513940a69c25b2
157,"""Räkna med överslagsräkning.\n\n$ {\\Large \\frac{1\\ 639}{42}} \\approx$""","[""40""]","[""50""]",4b8f7e90-87cf-11ef-b3ba-a185d6f58dcb.jpg,67091eeab9fbe546de0536d8
158,"""Hur stor är sänkningen i procent om det gamla priset var $25$ kr och det nya priset är $10$ kr?""","[""60%""]","[""16%""]",c528b6b0-8ba1-11ef-a683-9347464e5677.jpg,670f8886e81399cfb1e190f2
159,"""Använd huvudräkning och skriv bara svaret. \n\n$30+ 60 = $""","[""90""]","[""9""]",fea4f120-87a9-11ef-a7e7-95837203de6f.jpg,6708e056bec031f9ff37c8f4
160,"""Ungefär hur mycket är $92 \\cdot 0{,}07$?\n\n**A.** Mycket mindre än $92$.\n\n**B.** Lite mindre än $92$.\n\n**C.** Mycket mer än $92$.\n\n**D.** Lite mer än $92$.""","[""A""]","[""C""]",01135a40-87c4-11ef-9241-918af694389c.jpg,67090bf907f07bcc7f98637c
161,"""Lös följande uppgift. \nVisa hur du räknar. \n\n${\\Large \\frac{105}{3}}$""","[""35""]","[""308""]",1b2fab90-8b9d-11ef-9106-7b687db32a07.jpg,670f80b38c9e894e08877c40
162,"""Skriv talet i decimalform. \n\nen hel och fem tiondelar""","[""1,5""]","[""0,5""]",0262a120-87c5-11ef-bfe4-715b23aefb82.jpg,67090da907f07bcc7f98b25d
163,"""Dela upp talet $90$ i fyra faktorer.\n\n**A.** $1 \\cdot 2 \\cdot 3 \\cdot 4$\n\n**B.** $2 \\cdot 3 \\cdot 3 \\cdot 5$\n\n**C.** $7 \\cdot 4 \\cdot 6 \\cdot 2$\n\n**D.** $0 \\cdot 2 \\cdot 45 \\cdot 0$""","[""B""]","[""C""]",85ec8400-8b96-11ef-a683-9347464e5677.jpg,670f75a88b32d2ba3efc8666
164,"""Visa hur du löser uppgiften.\n\n${\\Large\\frac{1}{2}}+{\\Large\\frac{1}{4}}=$""","[""[3/4]""]","[""[1/6]""]",902020d0-8bb9-11ef-a683-9347464e5677.jpg,670fb071ed8d702aed3437bc
165,"""Använd huvudräkning och skriv bara svaret. \n\n$5+6=$""","[""11""]","[""1""]",370674e0-8b96-11ef-9948-ed0e75cb2bdd.jpg,670f7524434217726ee33456
166,"""${\\Large \\frac{61{,}5}{3}} =$""","[""20,5""]","[""25""]",5fe89f50-87d1-11ef-b3ba-a185d6f58dcb.jpg,67092268b9fbe546de0635bb
167,"""Lös ekvationen. Svara i bråkform.\n\n${\\Large\\frac{14}{(3x\\ -\\ 7)\\ +\\ 3x}}=7$""","[""x=[3/2]""]","[""[[16]/4]""]",fc6d40e0-87ba-11ef-85ba-750dc8a615a4.jpg,6708fcd81fed23fde90df4ae
168,"""Rita ett faktorträd till talet och undersök vilka tal, förutom talet självt, som talet är delbara med.\n\n$345$\n\nHur många olika positiva heltal är 345 delbart med?""","[""8""]","[""69""]",5dda4e30-87d0-11ef-b617-9b6623e1c867.jpg,670920b7a346466ccf4c4271
169,"""Använd huvudräkning och skriv bara svaret.""","[""5""]","[""110""]",ac9d6020-8bae-11ef-a683-9347464e5677.jpg,670f9e2deba83c33e4548419
170,"""Vilken summa är störst? \n\n$\\hspace{0.37cm}$**A.** $ {\\Large \\frac{2}{6}} + {\\Large \\frac{2}{5}}$\n\n$\\hspace{0.37cm}$**B.** $ {\\Large \\frac{5}{13}} + {\\Large \\frac{4}{9}}$\n\n$\\hspace{0.37cm}$**C.** ${\\Large \\frac{4}{7}} + {\\Large \\frac{2}{3}}$\n\n$\\hspace{0.37cm}$**D.** $ {\\Large \\frac{3}{7}} + {\\Large \\frac{5}{11}}$""","[""C""]","[""B""]",790aabc0-8ba2-11ef-82a0-dbe440e30e9b.jpg,670f89b4937d76225e4867c4
171,"""Multiplicera in i parentesen.\n\n$   3(x+4)  =$""","[""3x+12""]","[""3x=12""]",8fab42f0-8b8d-11ef-9948-ed0e75cb2bdd.jpg,670f669f369f3896d8e76476
172,"""Använd huvudräkning och skriv bara svaret.\n\n$31 \\cdot 9=$""","[""279""]","[""219""]",9b2ca200-8b9b-11ef-baa6-2d41d9bb5f23.jpg,670f7e2f434217726ee6d6bb
173,"""Lös följande uppgift. Visa hur du räknar. \n\n$431 - 163$""","[""268""]","[""288""]",809c8320-8b9a-11ef-baa6-2d41d9bb5f23.jpg,670f7c5503162e72bf5d0464
174,"""Om vi har $4$ äpplen, hur många är hälften så många?""","[""2""]","[""4""]",4b0036b0-87aa-11ef-8a7a-f567b449a41a.jpg,6708e0d62519a15bd3f44094
175,"""Lös följande uppgift. Visa hur du räknar. \n\n$ {\\Large \\frac{3}{8}}$ av $100$""","[""37,5""]","[""40,5""]",550bebf0-8bb9-11ef-a683-9347464e5677.jpg,670fb00efe6d7613bd56fa21
176,"""Amy har fyra vantar i en korg. Två är vita och två är röda. Hon tar först upp en vit vante. Sedan tar hon upp en vante till, utan att titta i korgen. \n\nHur stor är sannolikheten att den är röd?""","[""[2/3]""]","[""75%""]",e67daf10-8b91-11ef-baa6-2d41d9bb5f23.jpg,670f6de6e81399cfb1d82f91
177,"""Lös följande uppgift. Visa hur du räknar. \n\nBeräkna ${\\Large \\frac{2}{3}}$ av $192$.""","[""128""]","[""39""]",33ee0c20-8ba8-11ef-a683-9347464e5677.jpg,670f9351937d76225e4b38d5
178,"""The equation $y=4.3 x$ can be used to determine the total cost, $y$, in dollars, of $x$ pounds of apples. What does the number 4.3 represent in the equation?\n\nA the number of apples in 1 pound\n\nB the number of apples in $x$ pounds\n\nC the cost of 1 pound of apples\n\nD the cost of $x$ pounds of apples""","[""C""]","[""A""]",e70e30c0-87d7-11ef-b3ba-a185d6f58dcb.jpg,67092d5cb9fbe546de088c29
179,"""Lös ekvationen.\n\n${\\Large\\frac{12}{1\\ +\\ 2x}}=3$""","[""x=1,5""]","[""0,5""]",b6197ef0-8b30-11ef-8a9e-633c7faa1168.jpg,670ecad8130e5877483dd738
180,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{3}{5}} + {\\Large \\frac{1}{5}} = $""","[""[4/5]""]","[""[4/[10]]""]",ef2b19b0-8bb7-11ef-ae23-396c0492322f.jpg,670fadb6c822f8793eb68fb4
181,"""Sten har en blå och en gul låda som sammanlagt innehåller 54 kulor. Det ligger dubbelt så många kulor i den blå lådan som i den gula. \n\nHur många kulor ligger i den gula lådan?"". Problem image: Tre kulor framför en vit bakgrund. En kula är blå, en annan är gul, och den tredje är röd. Kulorna är inte relevant för att lösa problemet.","[""18""]","[""x""]",53797e60-8bb4-11ef-8c89-8744d2eb56a3.jpg,670fa7a8bf665b7182a9e3a1
182,"""Kalle har 2 röda bollar och 6 blåa bollar. Hur stor andel av bollarna är röda? \n\nSvara i enklaste form.""","[""[1/4]""]","[""[2/8]""]",26475f40-8b9e-11ef-a683-9347464e5677.jpg,670f8274937d76225e4624c0
183,"""Beräkna. \n\n$3{,}3 - 0{,}6=$"". Problem image: Bilden visar två uppsättningar av staplar för att representera tal. Den första uppsättningen består av tre hela orange staplar och en tredjedels stapel, symboliserande 3,3. Den andra uppsättningen består av en hel orange stapel och en tredjedels stapel som är genomkorsad av en svart linje, symboliserande 0,6.","[""2,7""]","[""3.3""]",ae6fe7f0-8b87-11ef-9659-af7a72f7af0a.jpg,670f5cc134f85b3d8b6ed293
184,"""Visa hur du löser uppgiften.\n\n${\\Large \\frac{5}{6}} - {\\Large \\frac{1}{3}} = $""","[""[1/2]""]","[""3av6""]",19c18250-8bad-11ef-ae23-396c0492322f.jpg,670f9b89a75252c2be7dc64f
185,"""Ungefär vilket tal pekar pilen på?\n\nSkriv endast ett tal.""","[""60@80""]","[""7""]",d9fb6580-8ba9-11ef-a683-9347464e5677.jpg,670f9615c822f8793eaf87bb
186,"""Förenkla uttrycket. \n\n$3-(7x-6) = $""","[""9-7x""]","[""123+456+789""]",9c796a20-8b97-11ef-9948-ed0e75cb2bdd.jpg,670f777b8b32d2ba3efd4681
187,"""Använd huvudräkning och skriv bara svaret. \n\n$84 - 16 = $""","[""68""]","[""76""]",1d5cff10-87bc-11ef-bfe4-715b23aefb82.jpg,6708febcbec031f9ff41ed1b
188,"""A cook uses $1 \\frac{3}{4}$ teaspoons of salt to make $3 \\frac{1}{2}$ pounds of pasta. What is the unit rate, in teaspoons per pound, at which the cook uses salt to make pasta?\n\nA $\\frac{1}{2}$\n\nB 1\n\nC $1 \\frac{3}{4}$\n\nD 2""","[""A""]","[""D""]",6ffb4980-87e3-11ef-b617-9b6623e1c867.jpg,670940b6dee7bd1094684cb2
189,"""Lös följande uppgift. Visa hur du räknar.\n\n$ 132 + 26$""","[""158""]","[""159""]",db54f020-8bab-11ef-8c89-8744d2eb56a3.jpg,670f9973f2386d19b4289334
190,"""Tara gör $\\Large\\frac{5}{3}$ liter soppa. Hur många skålar räcker soppan till ifall en skål rymmer $\\Large\\frac{1}{6}$ liter?"". Problem image: Bild av en skål med soppa.","[""10""]","[""10l""]",bdb4c380-87b7-11ef-85ba-750dc8a615a4.jpg,6708f7661fed23fde90bb041
191,"""Ali har $2{,}5$ km till skolan. Efter $10$ min har han gått en femtedel av sträckan. Räkna ut hur långt Ali har kvar till skolan.""","[""2km""]","[""2,0""]",4f15f6f0-87b3-11ef-b414-dbd5692fecfe.jpg,6708eff7fe8cab64434af9e1
192,"""Vilket tal ska stå i stället för symbolen?\n\n\n$5 \\cdot \\boxed?=30$""","[""6""]","[""30""]",aa2a10d0-8b9b-11ef-aef4-4f35bc08ff41.jpg,670f7e4945ae3292b31072d9
193,"""Skriv talet som fattas. \n\n$22= \\ \\underline{\\hspace{0.5cm}} - 7$""","[""29""]","[""14""]",64a37ae0-8b98-11ef-a683-9347464e5677.jpg,670f78cb434217726ee4ad0b
194,"""Skriv i meter. \n\nfyra meter och åtta centimeter""","[""4,08m""]","[""4+4ärlikamed8cm""]",14ce82c0-87c5-11ef-bfe4-715b23aefb82.jpg,67090dc82519a15bd3022506
195,"""${\\Large\\frac{0{,}24}{8}}=$""","[""0,03""]","[""0,41""]",0b286500-8807-11ef-8c94-aff0e30c53f1.jpg,67097c7201513940a6a61525
196,"""Välj *alla* bråk, som är större än $\\Large\\frac{1}{2}$ men mindre än $\\Large\\frac{3}{4}$.""","[""${\\Large \\frac{2}{3}}$"",""${\\Large \\frac{5}{8}}$"",""${\\Large \\frac{3}{5}}$""]","[""${\\Large \\frac{2}{3}}$"",""${\\Large \\frac{1}{3}}$"",""$ {\\Large \\frac{9}{10}}$""]",2a6e8c20-87ab-11ef-a7e7-95837203de6f.jpg,6708e24d134116cca1b064b9
197,"""Använd huvudräkning och skriv bara svaret.""","[""18""]","[""48""]",6a2ff970-8b9d-11ef-9106-7b687db32a07.jpg,670f8138e81399cfb1df510e
198,"""The equation $y=4.3 x$ can be used to determine the total cost, $y$, in dollars, of $x$ pounds of apples. What does the number 4.3 represent in the equation?\n\nA the number of apples in 1 pound\n\nB the number of apples in $x$ pounds\n\nC the cost of 1 pound of apples\n\nD the cost of $x$ pounds of apples""","[""C""]","[""A""]",d65c4970-87fe-11ef-8c94-aff0e30c53f1.jpg,67096eaedee7bd1094708104
199,"""Beräkna.\n\n${\\Large\\frac{2}{5}}$ av $650$""","[""260""]","[""65""]",91e0bbb0-87cb-11ef-b414-dbd5692fecfe.jpg,670918aba346466ccf497eb9
